chemial1	chemial2	score
19	160437	0.706522359
19	45479248	0.586940884
119593	107	0.302630884
8180	2733785	0.857453817
5280804	5281807	0.975006383
8034	79101	0.772126558
122312	18218240	0.293264781
10394	98468	0.451202079
449	1103	0.486008121
1983	417575	0.398031926
96384	836	0.612960347
10805	342532	0.458434792
7983	111299	0.206673349
3032822	98	0.1074653
19	402	0.62068717
10459	4046492	0.266955254
162976	19602	0.543950269
774	7929	0.443232762
1049	69217	0.655419866
64969	6344	0.94761528
1738	241	0.06211768
4420322	18635	0.331528888
10976	6166	0.481940621
151138	88412	0.673226391
137	227	0.865951321
588	69698	0.927894518
71	751	0.47951016
702	65037	0.244632392
9061	413	0.755834181
9856500	6238	0.882531253
122312	1103	0.328709854
8857	8858	0.689796527
563	264	0.158835356
7997	359	0.135111851
12367	469	0.994627746
3082042	5281607	0.119848734
8129	18189	0.514569921
160663	17085	0.407468492
7456	1081	0.693166668
8200	91528	0.553190089
8207	1254	0.784481075
3082042	7921	0.635181012
7720	19	0.975119235
3845	10458	0.144354541
96373	12665	0.724577975
3421919	10634	0.252731985
53297338	7456	0.70097516
12681285	133098	0.842054343
92817	440776	0.987045367
10812	5255	0.327278285
69160	150914	0.008832678
188979	5281855	0.520964479
7755	7809	0.631137515
118276	297	0.699364203
7463	379	0.453876942
98	151138	0.642341871
92865	9838356	0.456992111
137	887	0.523461254
813	70639	0.871921956
3081084	618	0.859434737
763	65512	0.401602741
28486	7909	0.365514799
123979	187	0.71532783
53477741	23535	0.634235906
849	8180	0.337682434
83126	3952518	0.417768194
93556	7866	0.890072406
9917980	370	0.459573642
11160	10413	0.910411144
5281656	94235	0.100739837
122356	5281647	0.431526206
435728	65373	0.519413588
11387	17085	0.510959387
5281693	3621685	0.004787153
8209	160562	0.936608771
5281708	66282	0.365588086
168379	418041	0.132545793
21100	10296	0.797364865
5971	31252	0.680438242
3469	1237	0.931870741
14896	10797	0.711350339
152204	13185	0.473584643
1563	23847	0.852408313
928	13187	0.829056111
563	12508	0.015935951
5281708	98	0.847104436
9895	137	0.535898578
2181	1256	0.494457174
9903	5280343	0.509657814
244	11551966	0.843642808
88412	7456	0.561576265
65037	144746	0.160267645
98468	12741	0.333636496
189087	11039	0.375456473
519764	5281672	0.742970202
87076413	5282102	0.969786792
8051	9950514	0.821567179
10467	15816	0.165805001
943	65076	0.851649072
37764	413	0.716210577
21100	4099798	0.870693097
151138	180	0.064881792
65131	934	0.402256803
91	65727	0.156215876
139506	105068	0.210453618
6341	12391	0.195466596
2752054	68340	0.745555296
5280441	515	0.57298188
12736	5570	0.219842659
7393	11970	0.916546056
13204	5253209	0.935972719
887	5246009	0.45396781
5282102	5058636	0.90788134
6560	94216	0.729743747
998	9958	0.111175096
8194	10296	0.306253839
836	65249	0.642084439
10111	88299	0.275668293
62434	123694	0.553479101
264	126	0.733752461
5317750	93556	0.569805906
5281708	8058	0.281808865
199	311	0.28735298
7362	780	0.26855633
36247	280	0.044104351
15600	3676	0.249842418
204	45479248	0.068722782
8314	79070	0.721459718
864	79041	0.041984416
1103	6549	0.416769169
9856500	62434	0.277703023
947	8299	0.005368357
117477	454064	0.634458762
5280443	4911	0.977096442
123543	1826	0.112724344
12530	5280459	0.788184252
7866	3639	0.85849773
10932	10458	0.911111224
342	189087	0.226088935
724	6396	0.681587094
12232	281	0.632837749
11583	7450	0.331546949
123929	119205	0.315826132
5570	12266	0.835666516
449	7802	0.425404353
8063	24415	0.733137541
4046492	11622	0.023906479
28486	58	0.023020991
888	69114	0.692155081
8085	65065	0.874076715
675	6228	0.430497323
417358	11509	0.861705075
98206	10459	0.166870394
521300	193530	0.079405425
196	12232	0.818762951
122356	86957	0.176238646
6341	151023	0.496646759
7407	547	0.069610162
558	385	0.110013607
160637	7519	0.621771181
122121	31265	0.32804176
1068	11492	0.04009287
140765	26049	0.719993211
342	780	0.999435096
6654	72924	0.818520163
8858	496	0.725288971
8163	7460	0.011027419
5192	11230	0.62221586
93556	3520	0.447993171
160645	683	0.102244631
323786	649	0.992472135
88412	11006	0.873543498
7456	519764	0.837895561
66282	12266	0.436473918
171161	3893	0.035394138
1670	11508	0.401050454
888	8063	0.165716929
3614	96373	0.184525123
244	10413	0.595888951
31291	69114	0.895246643
1050	10494	0.597885826
8078	162976	0.11448613
95433	4060215	0.562911052
5281672	61030	0.935513824
64981	5281	0.099235789
10972	64956	0.211533119
751	5255	0.520209952
9679	916	0.900155864
6569	58	0.213322227
23535	6590	0.286897739
5280459	122281	0.947060413
170748	65373	0.08128103
24415	93078	0.963872025
7341	10393	0.669633671
151012	4737557	0.708140453
8209	5282799	0.845566988
100528	999	0.725680243
68144	7997	0.813808925
64950	827	0.607926581
151492	13357	0.429333726
7501	88881	0.218614562
280	8180	0.381499261
8815	6723	0.031966069
94235	9378	0.166611167
222786	9917980	0.6977362
22556	6569	0.762956475
923	11361	0.824257962
4420322	193872	0.938654743
181976	7762	0.862606327
119593	1050	0.783280718
11583	6654	0.252332086
289	69421	0.83717601
111299	263475	0.966079371
56842207	169148	0.786975405
8209	10257	0.219655735
13187	14124	0.907964621
3081033	7800	0.456965877
17805101	774	0.433655125
5280373	3744	0.062312024
107971	144746	0.890102068
903	359	0.046419588
31252	7762	0.163728255
174	12508	0.477868742
88454	6989	0.46879128
37764	2752054	0.825523801
649	10972	0.987273536
6166	136487	0.936451019
4737557	418041	0.285031857
785	2148	0.536925665
997	64960	0.964318566
2526	73917	0.691140364
6561	784	0.176600187
6560	5280378	0.294535622
11552	4682588	0.695811595
4414300	185914	0.421367957
998	160637	0.418695458
1001	751	0.724058497
36247	65373	0.157410519
5253209	31252	0.718521174
152323	18189	0.827711681
102960	1117	0.437823713
96757	780	0.112555633
8182	263475	0.908965343
10349	450268	0.493525995
2733785	10349	0.372600153
441	12741	0.923917634
222786	11552	0.423257417
13187	3469	0.39734912
6396	1150	0.438867674
70694	916	0.993959376
6736	1081	0.824800915
137	83697	0.629737785
1178	22556	0.5337236
160471	10931	0.439655153
12100	440810	0.202902274
56842207	7770	0.329475615
1059	413	0.997149878
17525	71	0.762020735
5281855	6166	0.406960785
13895	12544	0.134280581
80642	14340	0.243380801
71629	36247	0.698089145
8215	150929	0.802890564
971	227939	0.798751287
11492	119593	0.245956339
1088	122121	0.767581334
2181	82640	0.939814456
10972	5246009	0.63150527
137	10413	0.718448043
196	10855600	0.148068705
527	4685	0.160694501
439207	888	0.769606995
5280445	8200	0.463708066
16592	99463	0.224805412
7460	9378	0.26292648
3845	193872	0.425332714
11492	7460	0.045019024
487	418041	0.258040627
147608	65154	0.640544725
7408	312	0.791504429
4737557	75318	0.941993986
10542	9856500	0.085532435
1188	7361	0.108488651
8221	9838356	0.938955406
12508	496	0.882697565
668	875	0.287997374
91451	496	0.319743741
60983	649	0.682397298
100094	134	0.071416659
13357	370	0.78633872
8175	18218182	0.54607586
435728	1174	0.456358268
8058	8094	0.714946852
12736	4788	0.308200575
123979	7247	0.099434445
681	10976	0.030859612
8180	7341	0.856288748
1060	774	0.114244277
31229	8175	0.222386896
222786	5246009	0.996637782
7895	80642	0.25701985
99463	3080590	0.615381475
932	12180	0.982104013
6329	11005	0.191083397
88412	338	0.971294587
7965	5971	0.27529597
1150	5280443	0.646257222
6989	7795	0.254013106
3893	9061	0.184549969
1090	11492	0.837428882
2498	10458	0.522178012
519764	9831622	0.703962889
93078	1045	0.527700892
528708	96373	0.418518338
17085	121677	0.632595615
12367	588	0.617197155
53915061	10686	0.366898836
17085	1088	0.659821742
964	12591	0.375824531
147608	12097	0.785746823
967	74426	0.811963985
65154	246728	0.6632976
2526	91469	0.724962682
10972	700	0.792576235
329275	5281693	0.373558149
95433	813	0.465614424
45479248	86609	0.24947081
10494	24526	0.672068549
119	3080590	0.926699499
513197	998	0.004232528
5280804	440993	0.116316067
79041	64960	0.014039766
525	9950514	0.368351512
61138	2519	0.871295283
12206	13204	0.558639957
89437	5488186	0.464035994
435718	123689	0.982748135
563	199	0.988782612
418041	1176	0.203807269
1136	1014	0.375591019
7983	11230	0.974932388
4128305	8617	0.10183766
9958	11163	0.911822412
783	246164	0.430232822
5753	916	0.514503747
8617	92919	0.915053406
11005	7413	0.69222974
8093	10467	0.688976067
4685	65095	0.263857807
712	3080590	0.197819368
10257	7958	0.848555196
187808	111	0.880091719
7461	323786	0.025993713
71629	83697	0.853660838
2752054	8617	0.484966314
5281377	480764	0.496983495
31229	4171	0.793300737
92829	528708	0.607216651
10413	5281377	0.189357745
8853	96	0.727193049
107802	7958	0.096721259
8200	168381	0.683867664
21488	3421919	0.122272413
65072	6166	0.927762238
513197	12748	0.119460219
12587	10459	0.486439331
7618	10253	0.51004496
3639	65095	0.438545107
8164	6341	0.395486329
24874	7795	0.704030952
94216	160562	0.058311297
101122	5281673	0.556463559
65104	328	0.349398432
65124	246164	0.337328483
12391	26612	0.297874098
64945	999	0.30319516
289	11222	0.229228662
522067	69726	0.441568802
4075	11902	0.710932503
6238	292427	0.630018756
8914	79101	0.275130956
5259589	1005	0.986274197
17085	807	0.883976397
8200	15380	0.667011656
6654	650	0.744418945
91611	12748	0.949266683
188979	4678	0.733125745
139506	783	0.414720139
6426901	5753	0.376830829
413	31289	0.214432399
1103	1169	0.156193882
1059	11197	0.952057509
6561	7519	0.822788296
69362	469	0.206705459
100094	439270	0.738054507
297	100094	0.373606978
7937	774	0.301477376
1188	11551966	0.691230421
683	64981	0.331276111
246728	12591	0.586962639
136487	780	0.232099163
66282	5488822	0.314582035
971	12046	0.770850037
168381	1175	0.235216774
10010	504	0.764075285
262	12266	0.386833517
867	187808	0.59239645
11736661	10634	0.607393625
753	69417	0.681220525
193872	274	0.21879324
124148	122312	0.043136162
8617	11520	0.477886858
7967	107873	0.364902461
7341	5281	0.112617049
65249	167627	0.723318886
88412	6184	0.408004476
1054	7408	0.384058002
6781	4065033	0.989995398
7361	188979	0.031597883
65727	1050	0.57751244
90246	11006	0.47418842
5281377	150996	0.87622199
31246	180	0.245531343
187	70346	0.324168061
144746	4046492	0.74507245
24415	5281855	0.495386775
51	6054	0.529438835
932	4065033	0.059631305
417358	102960	0.762143629
985	5281675	0.854882458
10686	6344	0.411701338
675	586	0.529307705
1150	6228	0.182514917
261	152416	0.779413465
440810	2498	0.779786236
964	6238	0.59166693
53477741	4737557	0.904666784
179	4096934	0.88263448
827	8194	0.015685641
8093	87691	0.627452302
66520	69362	0.611046607
413	5317750	0.439601354
15380	36247	0.307686377
342532	370	0.305848468
6539217	31246	0.141788586
342532	1169	0.336947989
12741	11509	0.622824926
335	12187	0.021326999
10393	178	0.85031055
292427	160637	0.89196028
923	3676	0.394457168
1102	151492	0.933581388
332962	13187	0.003969457
5281377	1132	0.816968844
133098	273	0.627061441
783	7172	0.05946396
7393	3440	0.715029872
970	207	0.142028688
439552	6348	0.385888918
8314	975	0.168951416
440993	24526	0.632760021
7618	750	0.622776206
500	1031	0.746051275
4060215	9958	0.95744607
7755	9679	0.763542931
17095	45479248	0.698081723
14896	187808	0.077644542
435728	449	0.057366349
65154	152323	0.683954864
903	8314	0.855029444
418041	978	0.058114736
997	6781	0.477338279
7237	86609	0.683768598
17805101	8130	0.205013303
92997	16478	0.89678553
8085	11039	0.860670145
111	5280378	0.648754246
80642	74426	0.291947484
12180	89437	0.894475568
6348	332	0.140342574
180	99823	0.500254568
283	4420322	0.970293029
18218240	18189	0.929748621
7362	73318	0.987190794
24874	10494	0.558635545
4046492	7770	0.592086021
19310	123929	0.487855589
10010	943	0.391730159
3080590	88454	0.640917214
65512	5280666	0.399143124
426318	5317750	0.367466891
79437	144	0.235584097
27476	7284	0.776090763
12293	11583	0.431584643
2498	24526	0.653435167
1135	7800	0.106139171
943	261	0.363409064
7937	6184	0.790457075
6342	6426901	0.105199889
17095	5280459	0.966801053
5971	1146	0.900449216
73212	7361	0.605236764
139506	18218182	0.601678695
7991	8058	0.08562811
8858	5280459	0.038039466
7921	246728	0.548602925
189087	150929	0.099497897
6341	79730	0.53467521
8078	5488822	0.084328557
1054	439167	0.63331095
19707	69421	0.688152945
68340	68340	0.288217362
12736	102959	0.170399124
3520	1670	0.232044292
12046	971	0.397966765
724	13204	0.827942618
131760	6325610	0.683720261
11970	440946	0.128633883
7413	92918	0.409430091
119	65095	0.617583482
774	928	0.17749159
11197	3848	0.855786202
20393	15600	0.436621733
1018	5058636	0.813473194
487	88412	0.651066353
6426901	12180	0.22091338
246728	78798	0.809019724
11583	75318	0.675302178
10805	131760	0.802717706
151138	6342	0.809476249
181511	140709	0.711570787
26612	176907	0.995895296
10686	1176	0.56147357
836	12046	0.090757307
69522	26840	0.4335541
111	43	0.558889584
11529	167627	0.772152662
10964	47579	0.635566878
8103	92997	0.485040681
323786	8215	0.209170138
174	65154	0.324869663
402	94235	0.794687131
244	90246	0.270123465
1117	79718	0.079555962
179	6228	0.252802373
88412	1015	0.852054868
469	5280863	0.764492048
97417	12266	0.408023953
31265	435949	0.588545848
10442	916	0.681106354
7929	931	0.355979859
24526	122166	0.430499999
1018	673	0.81368724
60983	3014237	0.362146102
10413	449	0.549088066
8857	586	0.991950644
1018	1673	0.619910361
91498	91469	0.502547568
943	65249	0.492611312
7342	1150	0.941345393
7847	262	0.408497013
849	10010	0.715778886
1176	19310	0.419218733
79041	8141	0.526345079
5280443	160562	0.144453373
312	27902	0.119523374
98	712	0.896546877
1256	932	0.735326896
